id,nuts2,nuts2_method
FR_206408,FRF1,inside
FR_206409,FRF1,inside
FR_206410,FRF1,inside
FR_206411,FRF1,inside
FR_206412,FRD1,inside
FR_206441,FRF1,inside
FR_206442,FRF3,inside
FR_206481,FRB0,inside
FR_206502,FRI2,inside
FR_206503,FRY5,inside
FR_206504,FR10,inside
FR_206521,FRI1,inside
FR_206562,FRK2,inside
FR_206583,FRK2,inside
FR_206588,FR10,inside
FR_206590,FRL0,inside
FR_206592,FR10,inside
FR_206602,FRI1,inside
FR_206603,FRF1,inside
FR_206604,FRF1,inside
FR_206622,FRH0,inside
FR_206642,FRK2,inside
FR_206703,FRF1,inside
FR_206722,FRF3,inside
FR_206723,FRB0,inside
FR_206792,FRI1,inside
FR_206793,FRI1,inside
FR_206799,FRF1,inside
FR_206804,FRK2,inside
FR_206829,FR10,inside
FR_206830,FR10,inside
FR_206831,FR10,inside
FR_206845,FRF1,inside
FR_206846,FRJ2,inside
FR_206851,FRY1,inside
FR_206913,FRI1,inside
FR_206981,FRE1,inside
FR_207,FRK1,inside
FR_207223,FRE1,inside
FR_207226,FRE1,inside
FR_207242,FRG0,inside
FR_207243,FRC2,inside
FR_207244,FRF3,inside
FR_207324,FRK1,inside
FR_207462,FRE1,inside
FR_207493,FR10,inside
FR_207494,FRF2,inside
FR_207558,FRE1,inside
FR_207574,FRE1,inside
FR_207602,FR10,inside
FR_207684,FRI3,inside
FR_207685,,inside
FR_207750,FRK2,inside
FR_207751,FRC2,inside
FR_207902,FRB0,inside
FR_207903,FRB0,inside
FR_208,FRK1,inside
FR_209,FRK1,inside
FR_209030,FRC1,inside
FR_209068,FRE1,inside
FR_209102,FRF1,inside
FR_209262,FRK2,inside
FR_209263,FRG0,inside
FR_209325,FRI2,inside
FR_209463,FR10,inside
FR_209464,FR10,inside
FR_209465,FR10,inside
FR_209503,FRI2,inside
FR_209522,FRF3,inside
FR_209562,FRJ1,inside
FR_209563,FRK2,inside
FR_209642,FRD2,inside
FR_209684,FR10,inside
FR_209702,FR10,inside
FR_209742,FR10,inside
FR_209743,FR10,inside
FR_209932,FR10,inside
FR_209943,FRD2,inside
FR_209944,FR10,inside
FR_209967,FRL0,inside
FR_209982,FRE1,inside
FR_21,FRE2,inside
FR_210,FRK1,inside
FR_210023,FRI1,inside
FR_210089,FR10,inside
FR_210090,FR10,inside
FR_210091,FR10,inside
FR_210099,FRE2,inside
FR_210102,FR10,inside
FR_210103,FRL0,inside
FR_210142,FRL0,inside
FR_210144,FRC1,inside
FR_210163,FRE1,inside
FR_210186,FRE2,inside
FR_210205,FR10,inside
FR_210207,FRF3,inside
FR_210214,FR10,inside
FR_210215,FR10,inside
FR_210242,FRH0,inside
FR_210263,FRB0,inside
FR_210283,FRC2,inside
FR_210347,FR10,inside
FR_210371,FRJ2,inside
FR_210373,FR10,inside
FR_210395,FRH0,inside
FR_210433,FRH0,inside
FR_210434,FR10,inside
FR_210435,FR10,inside
FR_210517,FRE1,inside
FR_210535,FRY4,inside
FR_210608,FRH0,inside
FR_210623,FRI1,inside
FR_210662,FRE2,inside
FR_210721,FRF2,inside
FR_210722,FRE1,inside
FR_210723,FRL0,inside
FR_210725,FR10,inside
FR_210797,FRF3,inside
FR_211,FRK1,inside
FR_211358,FRL0,inside
FR_211718,FRB0,inside
FR_211758,FRJ2,inside
FR_211858,FRL0,inside
FR_211959,FRF3,inside
FR_211960,FRL0,inside
FR_212,FRK1,inside
FR_212100,FRI2,inside
FR_212180,FRB0,inside
FR_212220,FRD2,inside
FR_212280,FRF3,inside
FR_212401,FRK2,inside
FR_212800,FRH0,inside
FR_212960,FRD2,inside
FR_213,FRK1,inside
FR_213060,FRL0,inside
FR_213120,FRF3,inside
FR_213300,FRK2,inside
FR_213380,FR10,inside
FR_213601,FR10,inside
FR_213602,FR10,inside
FR_213723,FRH0,inside
FR_213900,FRI1,inside
FR_213920,FRJ2,inside
FR_214,FRK1,inside
FR_214000,FRK2,inside
FR_214181,FRF3,inside
FR_214620,FRF1,inside
FR_214700,FRK2,inside
FR_214720,FRE1,inside
FR_214746,FRE1,inside
FR_214783,FRF2,inside
FR_215,FRK1,inside
FR_215160,FRF3,inside
FR_215180,FRH0,inside
FR_215440,FRL0,inside
FR_215520,FRL0,inside
FR_215561,FRK2,inside
FR_215562,FRB0,inside
FR_215563,FRI1,inside
FR_215564,FRK2,inside
FR_215565,FRD2,inside
FR_215566,FRB0,inside
FR_215581,FRB0,inside
FR_215582,FRF3,inside
FR_215583,FRB0,inside
FR_215584,FRF2,inside
FR_215585,FRI3,inside
FR_215586,FRK2,inside
FR_215587,FRD1,nearest_5km
FR_215588,FRJ2,inside
FR_215589,FRE1,inside
FR_215590,FRF2,inside
FR_215591,FRD2,inside
FR_215592,FRK2,inside
FR_215740,FR10,inside
FR_215760,FRD1,inside
FR_215780,FRK1,inside
FR_215801,FRG0,inside
FR_215841,FRE1,inside
FR_215900,FRE1,inside
FR_216,FRK1,inside
FR_216040,FR10,inside
FR_216100,FR10,inside
FR_216261,FR10,inside
FR_216443,FRK2,inside
FR_216562,FRK2,inside
FR_216860,FRF1,inside
FR_216920,FRB0,inside
FR_217,FRK1,inside
FR_217081,FR10,inside
FR_217240,FRF1,inside
FR_217260,FRF3,inside
FR_217520,FRE1,inside
FR_217660,FRG0,inside
FR_217880,FR10,inside
FR_218,FRF2,inside
FR_218040,FRE2,inside
FR_218080,FR10,inside
FR_218100,FRD2,inside
FR_218261,FRD2,inside
FR_218440,FRD2,inside
FR_218481,FRF2,inside
FR_218601,FR10,inside
FR_218741,FR10,inside
FR_218742,FRK1,inside
FR_218941,FRG0,inside
FR_218980,FRC1,inside
FR_218981,FRL0,inside
FR_219,FRF2,inside
FR_219220,FRE1,inside
FR_219740,FR10,inside
FR_22,FRE2,inside
FR_220,FRF2,inside
FR_220060,FR10,inside
FR_220541,FRF1,inside
FR_220624,FRF1,inside
FR_221,FRE1,inside
FR_222,FRF2,inside
FR_222500,FRK2,inside
FR_222687,FRE1,inside
FR_222741,FR10,inside
FR_223,FRF2,inside
FR_224,FRF2,inside
FR_224720,FRE1,inside
FR_224786,FRF3,inside
FR_225,FRF2,inside
FR_225180,FRL0,inside
FR_225689,FRK1,inside
FR_225862,FR10,inside
FR_225863,FRL0,inside
FR_226,FRF2,inside
FR_226527,FRE1,inside
FR_227,FRF2,inside
FR_228,FRF2,inside
FR_228685,FRH0,inside
FR_229,FRF2,inside
FR_229724,FRI1,inside
FR_23,FRE2,inside
FR_230,FRF2,inside
FR_230160,FRF3,inside
FR_230600,FR10,inside
FR_231,FRF2,inside
FR_231321,FRD2,inside
FR_231401,FRD1,inside
FR_231540,FRG0,inside
FR_231760,FRG0,inside
FR_231981,FRJ2,inside
FR_232,FRF2,inside
FR_232241,FRE2,inside
FR_233,FRF2,inside
FR_233300,FRF3,inside
FR_233522,FR10,inside
FR_233764,FR10,inside
FR_234,FRF2,inside
FR_235,FRF2,inside
FR_236,FRF2,inside
FR_237,FRF2,inside
FR_238,FRF2,inside
FR_239,FRF2,inside
FR_24,FRE2,inside
FR_240,FRF2,inside
FR_241,FRF2,inside
FR_242,FRF2,inside
FR_243,FRF2,inside
FR_244,FRF2,inside
FR_245,FRF2,inside
FR_246,FRF2,inside
FR_247,FRF2,inside
FR_248,FRF2,inside
FR_249,FRF2,inside
FR_25,FRE2,inside
FR_250,FRF2,inside
FR_251,FRF2,inside
FR_252,FRD2,inside
FR_253,FRD2,inside
FR_254,FRD2,inside
FR_255,FRD2,inside
FR_256,FRD2,inside
FR_257,FRD2,inside
FR_258,FRD2,inside
FR_259,FRD2,inside
FR_26,FRE2,inside
FR_260,FRD2,inside
FR_261,FRD2,inside
FR_262,FRD2,inside
FR_263,FRD2,inside
FR_264,FRD2,inside
FR_265,FRD2,inside
FR_266,FRD2,inside
FR_267,FRD2,inside
FR_268,FRD2,inside
FR_269,FRD2,inside
FR_27,FRE2,inside
FR_270,FRD2,inside
FR_271,FRD2,inside
FR_272,FRD2,inside
FR_273,FRD2,inside
FR_274,FRD2,inside
FR_275,FRD2,inside
FR_277,FRE2,inside
FR_278,FRD2,inside
FR_279,FRD2,inside
FR_28,FRE2,inside
FR_280,FRD2,inside
FR_281,FRD2,inside
FR_282,FRD2,inside
FR_283,FRD2,inside
FR_284,FRD2,inside
FR_285,FRD2,inside
FR_286,FRD2,inside
FR_287,FRD2,inside
FR_288,FRD2,inside
FR_289,FRD2,inside
FR_29,FRE2,inside
FR_290,FRD2,inside
FR_291,FRD2,inside
FR_292,FRD2,inside
FR_293,FRD2,inside
FR_294,FRD2,inside
FR_295,FRD2,inside
FR_296,FRD2,inside
FR_297,FRD2,inside
FR_298,FRD2,inside
FR_299,FRD2,inside
FR_3,FRE2,inside
FR_30,FRE2,inside
FR_300,FRD2,inside
FR_301,FRD2,inside
FR_302,FRD2,inside
FR_303,FRD2,inside
FR_304,FRD2,inside
FR_305,FRE2,inside
FR_306,FRD2,inside
FR_307,FRD2,inside
FR_308,FRD2,inside
FR_309,FRD2,inside
FR_31,FR10,inside
FR_310,FRC2,inside
FR_311,FRC2,inside
FR_312,FRC2,inside
FR_313,FRC2,inside
FR_314,FRC2,inside
FR_315,FRC2,inside
FR_316,FRC2,inside
FR_317,FRC2,inside
FR_318,FRC2,inside
FR_319,FRC2,inside
FR_32,FRE2,inside
FR_320,FRC2,inside
FR_321,FRC2,inside
FR_322,FRC2,inside
FR_324,FRF3,inside
FR_325,FRC2,inside
FR_326,FRC2,inside
FR_327,FRC2,inside
FR_328,FRC2,inside
FR_329,FRC2,inside
FR_33,FRE2,inside
FR_330,FRI2,inside
FR_331,FRI2,inside
FR_332,FRI2,inside
FR_333,FRI2,inside
FR_334,FRI2,inside
FR_335,FRI2,inside
FR_336,FRI2,inside
FR_337,FRI2,inside
FR_338,FRI2,inside
FR_339,FRI2,inside
FR_34,FRE2,inside
FR_340,FRI2,inside
FR_341,FRI2,inside
FR_342,FRI2,inside
FR_343,FRI2,inside
FR_344,FRK2,inside
FR_345,FRK2,inside
FR_346,FRK2,inside
FR_347,FRK2,inside
FR_348,FRK2,inside
FR_349,FRK2,inside
FR_35,FRE2,inside
FR_350,FRK2,inside
FR_351,FRK2,inside
FR_352,FRK2,inside
FR_353,FRK2,inside
FR_354,FRK2,inside
FR_355,FRK2,inside
FR_356,FRK2,inside
FR_357,FRK2,inside
FR_358,FRK2,inside
FR_359,FRK2,inside
FR_36,FRE2,inside
FR_360,FRK2,inside
FR_361,FRK2,inside
FR_362,FRK2,inside
FR_363,FRK2,inside
FR_364,FRK2,inside
FR_365,FRK2,inside
FR_366,FRK2,inside
FR_367,FRK2,inside
FR_368,FRK2,inside
FR_369,FRK2,inside
FR_37,FRE2,inside
FR_370,FRK2,inside
FR_371,FRK2,inside
FR_372,FRK2,inside
FR_373,FRK2,inside
FR_374,FRK2,inside
FR_375,FRK2,inside
FR_376,FRK2,inside
FR_377,FRK2,inside
FR_378,FRK2,inside
FR_379,FRK2,inside
FR_38,FRE2,inside
FR_380,FRK2,inside
FR_381,FRK2,inside
FR_382,FRK2,inside
FR_383,FRK2,inside
FR_384,FRK2,inside
FR_385,FRK2,inside
FR_386,FRK2,inside
FR_387,FRK2,inside
FR_388,FRK2,inside
FR_389,FRK2,inside
FR_39,FRE2,inside
FR_390,FRK2,inside
FR_391,FRK2,inside
FR_392,FRK2,inside
FR_393,FRK2,inside
FR_394,FRK2,inside
FR_395,FRK2,inside
FR_396,FRK2,inside
FR_397,FRK2,inside
FR_398,FRK2,inside
FR_399,FRK2,inside
FR_4,FRE2,inside
FR_40,FRE2,inside
FR_400,FRK2,inside
FR_402,FRK2,inside
FR_403,FRK2,inside
FR_404,FRK2,inside
FR_405,FRK2,inside
FR_406,FRK2,inside
FR_407,FRK2,inside
FR_408,FRK2,inside
FR_409,FRK2,inside
FR_41,FRI2,inside
FR_410,FRK2,inside
FR_411,FRK2,inside
FR_412,FRK2,inside
FR_413,FRK2,inside
FR_414,FRK2,inside
FR_415,FRK2,inside
FR_416,FRK2,inside
FR_417,FRK2,inside
FR_418,FRG0,inside
FR_419,FRK2,inside
FR_42,FRE2,inside
FR_422,FRK2,inside
FR_423,FRK2,inside
FR_424,FRK2,inside
FR_425,FRK2,inside
FR_426,FRK2,inside
FR_427,FRK2,inside
FR_428,FRK2,inside
FR_429,FRK2,inside
FR_43,FRE2,inside
FR_430,FRK2,inside
FR_431,FRK2,inside
FR_432,FRK2,inside
FR_433,FRK2,inside
FR_434,FRK2,inside
FR_435,FRK2,inside
FR_436,FRK2,inside
FR_437,FRK2,inside
FR_438,FRK2,inside
FR_439,FRK2,inside
FR_440,FRK2,inside
FR_441,FRK2,inside
FR_442,FRK2,inside
FR_443,FRK2,inside
FR_444,FRK2,inside
FR_445,FRK2,inside
FR_448,FRK2,inside
FR_449,FRF3,inside
FR_45,FRE2,inside
FR_450,FRF3,inside
FR_451,FRF3,inside
FR_452,FRF3,inside
FR_453,FRF3,inside
FR_454,FRF3,inside
FR_455,FRF3,inside
FR_456,FRF3,inside
FR_457,FRF3,inside
FR_458,FRF3,inside
FR_459,LU00,inside
FR_46,FRK1,inside
FR_461,FRF3,inside
FR_462,FRF3,inside
FR_463,FRF3,inside
FR_464,FRF3,inside
FR_465,FRF3,inside
FR_466,FRF3,inside
FR_467,FRF3,inside
FR_468,FRF3,inside
FR_469,FRF3,inside
FR_47,FRE2,inside
FR_470,FRF3,inside
FR_471,FRF3,inside
FR_472,FRF3,inside
FR_473,FRF3,inside
FR_474,FRF3,inside
FR_475,FRF3,inside
FR_476,FRF3,inside
FR_477,FRF3,inside
FR_478,FRF3,inside
FR_479,FRF3,inside
FR_48,FRE2,inside
FR_480,FRF3,inside
FR_481,FRF3,inside
FR_482,FRF3,inside
FR_483,FRF3,inside
FR_485,FRF3,inside
FR_486,FRF3,inside
FR_487,FRF3,inside
FR_488,FRF3,inside
FR_489,FRF3,inside
FR_49,FRE2,inside
FR_490,FRF3,inside
FR_491,FRF3,inside
FR_492,FRF3,inside
FR_494,FRF3,inside
FR_495,FRF3,inside
FR_496,FRF3,inside
FR_497,FRF3,inside
FR_498,FRF3,inside
FR_499,FRF3,inside
FR_5,FRE2,inside
FR_50,FRE2,inside
FR_500,FRF3,inside
FR_501,FRF3,inside
FR_502,FRF3,inside
FR_503,FRF3,inside
FR_504,FRF3,inside
FR_505,FRF3,inside
FR_506,FRF3,inside
FR_507,FRF3,inside
FR_508,FRF3,inside
FR_509,FRF3,inside
FR_51,FRE2,inside
FR_510,FRF3,inside
FR_511,FRF3,inside
FR_512,FRF3,inside
FR_513,FRF3,inside
FR_514,FRF3,inside
FR_515,FRF3,inside
FR_516,FRF3,inside
FR_517,FRF3,inside
FR_518,FRF3,inside
FR_519,FRF3,inside
FR_52,FRE2,inside
FR_521,FRF3,inside
FR_522,FRF3,inside
FR_523,FRF3,inside
FR_524,FRF3,inside
FR_525,FRF3,inside
FR_526,FRF3,inside
FR_527,FRF3,inside
FR_528,FRG0,inside
FR_529,FRG0,inside
FR_53,FRE2,inside
FR_530,FRG0,inside
FR_531,FRG0,inside
FR_532,FRG0,inside
FR_533,FRG0,inside
FR_534,FRG0,inside
FR_536,FRI3,inside
FR_537,FRG0,inside
FR_538,FRG0,inside
FR_539,FRG0,inside
FR_54,FRE2,inside
FR_540,FRG0,inside
FR_542,FRG0,inside
FR_543,FRG0,inside
FR_544,FRG0,inside
FR_545,FRG0,inside
FR_546,FRG0,inside
FR_548,FRG0,inside
FR_549,FRB0,inside
FR_55,FRE2,inside
FR_550,FRG0,inside
FR_551,FRG0,inside
FR_552,FRG0,inside
FR_553,FRG0,inside
FR_554,FRI3,inside
FR_555,FRG0,inside
FR_556,FRG0,inside
FR_557,FRG0,inside
FR_558,FRG0,inside
FR_559,FRG0,inside
FR_56,FRE2,inside
FR_560,FRG0,inside
FR_561,FRG0,inside
FR_562,FRG0,inside
FR_563,FRG0,inside
FR_564,FRG0,inside
FR_565,FRG0,inside
FR_567,FRG0,inside
FR_568,FRG0,inside
FR_569,FRG0,inside
FR_57,FRE2,inside
FR_570,FRG0,inside
FR_571,FRG0,inside
FR_572,FRG0,inside
FR_573,FRG0,inside
FR_574,FRG0,inside
FR_575,FRG0,inside
FR_576,FRG0,inside
FR_577,FRG0,inside
FR_578,FRG0,inside
FR_579,FRG0,inside
FR_58,FRE2,inside
FR_580,FRG0,inside
FR_581,FRG0,inside
FR_582,FRG0,inside
FR_583,FRG0,inside
FR_584,FRL0,inside
FR_585,FRL0,inside
FR_586,FRL0,inside
FR_587,FRL0,inside
FR_588,FRL0,inside
FR_589,FRL0,inside
FR_59,FRE2,inside
FR_590,FR10,inside
FR_591,FR10,inside
FR_592,FR10,inside
FR_593,FRG0,inside
FR_594,FRL0,inside
FR_595,FRL0,inside
FR_596,FRL0,inside
FR_597,FRL0,inside
FR_598,FRL0,inside
FR_599,FRL0,inside
FR_6,FRE2,inside
FR_60,FRE2,inside
FR_600,FRL0,inside
FR_601,FRL0,inside
FR_602,FRL0,inside
FR_603,FRL0,inside
FR_604,FRL0,inside
FR_605,FRL0,inside
FR_606,FRL0,inside
FR_607,FRL0,inside
FR_608,FRL0,inside
FR_609,FRL0,inside
FR_61,FRE2,inside
FR_610,FRL0,inside
FR_611,FRL0,inside
FR_612,FRL0,inside
FR_613,FRL0,inside
FR_614,FRL0,inside
FR_615,FRL0,inside
FR_616,FRL0,inside
FR_617,FRL0,inside
FR_618,FRL0,inside
FR_619,FRL0,inside
FR_62,FRE2,inside
FR_620,FR10,inside
FR_621,FRL0,inside
FR_622,FRL0,inside
FR_623,FRL0,inside
FR_624,FRL0,inside
FR_625,FRL0,inside
FR_626,FRL0,inside
FR_627,FRL0,inside
FR_628,FRL0,inside
FR_629,FRL0,inside
FR_63,FRE2,inside
FR_630,FRL0,nearest_5km
FR_632,FRL0,inside
FR_633,FRL0,inside
FR_634,FRL0,inside
FR_635,FRL0,inside
FR_636,FRL0,inside
FR_637,FRL0,inside
FR_638,FRL0,inside
FR_639,FRL0,inside
FR_64,FRE2,inside
FR_640,FR10,inside
FR_641,FRL0,inside
FR_642,FR10,inside
FR_643,FR10,inside
FR_644,FR10,inside
FR_645,FRL0,inside
FR_646,FRL0,inside
FR_647,FRL0,inside
FR_648,FRL0,inside
FR_649,FR10,inside
FR_65,FRE2,inside
FR_650,FR10,inside
FR_651,FR10,inside
FR_652,FR10,inside
FR_653,FR10,inside
FR_654,FR10,inside
FR_655,FR10,inside
FR_656,FR10,inside
FR_657,FR10,inside
FR_658,FR10,inside
FR_66,FRI1,inside
FR_660,FR10,inside
FR_661,FR10,inside
FR_662,FR10,inside
FR_663,FR10,inside
FR_664,FR10,inside
FR_665,FR10,inside
FR_666,FR10,inside
FR_667,FR10,inside
FR_668,FR10,inside
FR_669,FR10,inside
FR_67,FRI1,inside
FR_670,FR10,inside
FR_671,FR10,inside
FR_672,FR10,inside
FR_673,FR10,inside
FR_674,FR10,inside
FR_675,FR10,inside
FR_676,FR10,inside
FR_677,FR10,inside
FR_678,FR10,inside
FR_68,FRI1,inside
FR_680,FR10,inside
FR_681,FR10,inside
FR_682,FR10,inside
FR_683,FR10,inside
FR_684,FR10,inside
FR_685,FR10,inside
FR_686,FR10,inside
FR_687,FR10,inside
FR_688,FR10,inside
FR_689,FR10,inside
FR_69,FRI1,inside
FR_690,FR10,inside
FR_691,FR10,inside
FR_692,FR10,inside
FR_693,FR10,inside
FR_694,FR10,inside
FR_695,FR10,inside
FR_696,FR10,inside
FR_697,FR10,inside
FR_698,FR10,inside
FR_699,FR10,inside
FR_7,FRE2,inside
FR_70,FRI1,inside
FR_700,FR10,inside
FR_701,FR10,inside
FR_702,FR10,inside
FR_703,FR10,inside
FR_704,FR10,inside
FR_705,FR10,inside
FR_706,FR10,inside
FR_707,FR10,inside
FR_708,FR10,inside
FR_709,FR10,inside
FR_71,FRI1,inside
FR_710,FR10,inside
FR_711,FRC2,inside
FR_712,FR10,inside
FR_713,FR10,inside
FR_714,FR10,inside
FR_715,FR10,inside
FR_717,FR10,inside
FR_718,FR10,inside
FR_719,FR10,inside
FR_72,FRI1,inside
FR_720,FR10,inside
FR_721,FR10,inside
FR_722,FR10,inside
FR_724,FR10,inside
FR_725,FR10,inside
FR_726,FR10,inside
FR_727,FR10,inside
FR_728,FR10,inside
FR_729,FR10,inside
FR_73,FRI1,inside
FR_730,FR10,inside
FR_731,FR10,inside
FR_732,FR10,inside
FR_733,FR10,inside
FR_734,FR10,inside
FR_735,FR10,inside
FR_736,FR10,inside
FR_737,FR10,inside
FR_738,FR10,inside
FR_739,FR10,inside
FR_74,FRI1,inside
FR_740,FR10,inside
FR_741,FR10,inside
FR_742,FR10,inside
FR_743,FR10,inside
FR_744,FR10,inside
FR_745,FR10,inside
FR_746,FR10,inside
FR_747,FR10,inside
FR_748,FR10,inside
FR_749,FR10,inside
FR_75,FRI1,inside
FR_750,FR10,inside
FR_751,FR10,inside
FR_752,FR10,inside
FR_753,FR10,inside
FR_754,FR10,inside
FR_755,FR10,inside
FR_756,FR10,inside
FR_757,FR10,inside
FR_758,FR10,inside
FR_759,FR10,inside
FR_76,FRI1,inside
FR_760,FR10,inside
FR_761,FR10,inside
FR_762,FR10,inside
FR_763,FR10,inside
FR_764,FR10,inside
FR_765,FR10,inside
FR_766,FR10,inside
FR_767,FR10,inside
FR_768,FR10,inside
FR_769,FR10,inside
FR_77,FRI1,inside
FR_770,FR10,inside
FR_771,FR10,inside
FR_772,FR10,inside
FR_773,FR10,inside
FR_774,FR10,inside
FR_775,FR10,inside
FR_776,FR10,inside
FR_777,FR10,inside
FR_778,FRD2,inside
FR_779,FR10,inside
FR_78,FRI1,inside
FR_780,FRC2,inside
FR_781,FR10,inside
FR_782,FR10,inside
FR_783,FRJ1,inside
FR_784,FRJ1,inside
FR_785,FRJ1,inside
FR_786,FRJ1,inside
FR_787,FRJ1,inside
FR_788,FRJ1,inside
FR_789,FRJ1,inside
FR_79,FRI1,inside
FR_790,FRJ1,inside
FR_791,FRJ1,inside
FR_792,FRJ1,inside
FR_793,FRJ1,inside
FR_794,FRJ1,inside
FR_795,FRJ1,inside
FR_796,FRJ1,inside
FR_797,FRJ1,inside
FR_798,FRJ1,inside
FR_799,FRJ1,inside
FR_80,FRI1,inside
FR_800,FRJ1,inside
FR_801,FRJ1,inside
FR_802,FRJ1,inside
FR_803,FRJ1,inside
FR_804,FRJ1,inside
FR_805,FRJ1,inside
FR_807,FRF1,inside
FR_808,FRF1,inside
FR_809,FRF1,inside
FR_810,CH03,inside
FR_812,FRF1,inside
FR_813,FRF1,inside
FR_814,FRF1,inside
FR_815,FRF1,inside
FR_816,DE13,inside
FR_817,FRF1,inside
FR_818,FRF1,inside
FR_819,FRF1,inside
FR_82,FRI1,inside
FR_820,FRF1,inside
FR_821,FRF1,inside
FR_823,FRF1,inside
FR_824,FRF1,inside
FR_825,FRF1,inside
FR_826,FRF1,inside
FR_827,FRF1,inside
FR_828,FRF1,inside
FR_829,FRF1,inside
FR_83,FRI1,inside
FR_830,FRF1,inside
FR_831,FRF1,inside
FR_832,FRF1,inside
FR_833,FRF1,inside
FR_834,FRF1,inside
FR_835,FRF1,inside
FR_836,FRF1,inside
FR_837,FRF1,inside
FR_838,FRF1,inside
FR_839,FRF1,inside
FR_84,FRI1,inside
FR_840,FRF1,inside
FR_841,FRF1,inside
FR_842,FRF1,inside
FR_843,FRF1,inside
FR_844,FRF1,inside
FR_845,FRF1,inside
FR_846,FRF1,inside
FR_847,FRF1,inside
FR_848,FRF1,inside
FR_849,FRF1,inside
FR_85,FRI1,inside
FR_850,FRF1,inside
FR_851,FRF1,inside
FR_852,FRJ1,inside
FR_853,FRF1,inside
FR_854,FRF1,inside
FR_855,FRF1,inside
FR_856,FRJ2,inside
FR_857,FRJ2,inside
FR_858,FRJ2,inside
FR_859,FRJ2,inside
FR_86,FRI1,inside
FR_860,FRJ2,inside
FR_861,FRJ2,inside
FR_863,FRJ2,inside
FR_864,FRJ2,inside
FR_865,FRJ2,inside
FR_866,FRJ2,inside
FR_868,FRJ2,inside
FR_869,FRJ2,inside
FR_87,FRI1,inside
FR_870,FRJ2,inside
FR_871,FRJ2,inside
FR_872,FRJ2,inside
FR_873,FRJ2,inside
FR_874,FRJ2,inside
FR_875,FRJ2,inside
FR_876,FRJ2,inside
FR_878,FRJ2,inside
FR_879,FRJ2,inside
FR_88,FRI1,inside
FR_880,FRJ2,inside
FR_881,FRJ2,inside
FR_882,FRJ2,inside
FR_883,FRJ2,inside
FR_884,FRJ2,inside
FR_885,FRJ2,inside
FR_886,FRJ2,inside
FR_887,FRJ2,inside
FR_888,FRJ2,inside
FR_889,FRJ2,inside
FR_89,FRI1,inside
FR_890,FRJ2,inside
FR_891,FRJ2,inside
FR_892,FR10,inside
FR_893,FRY3,inside
FR_894,FRE1,inside
FR_895,FRE1,inside
FR_896,FRE1,inside
FR_897,FRE1,inside
FR_898,FRE1,inside
FR_899,FRE1,inside
FR_9,FRE2,inside
FR_90,FRI1,inside
FR_900,FRE1,inside
FR_901,FR10,inside
FR_902,FRE1,inside
FR_903,FRE1,inside
FR_904,FRE1,inside
FR_905,FRE1,inside
FR_906,FRE1,inside
FR_907,FRE1,inside
FR_908,FRE1,inside
FR_909,FRE1,inside
FR_91,FRI1,inside
FR_910,FRE1,inside
FR_911,FRE1,inside
FR_912,FRE1,inside
FR_913,FRE1,inside
FR_914,FRE1,inside
FR_915,FRE1,inside
FR_916,FRE1,inside
FR_917,FRE1,inside
FR_918,FRE1,inside
FR_919,FRE1,inside
FR_92,FRI1,inside
FR_920,FRE1,inside
FR_921,FRE1,inside
FR_922,FRE1,inside
FR_923,FRE1,inside
FR_924,FRE1,inside
FR_927,FRE1,inside
FR_928,FRE1,inside
FR_93,FRI1,inside
FR_930,FRE1,inside
FR_931,FRE1,inside
FR_932,FRE1,inside
FR_933,FRE1,inside
FR_934,FRE1,inside
FR_935,FRE1,inside
FR_936,FRE1,inside
FR_937,FRE1,inside
FR_938,FRE1,inside
FR_939,FRE1,inside
FR_94,FRI1,inside
FR_940,FRE1,inside
FR_941,FRE1,inside
FR_942,FRE1,inside
FR_943,FRE1,inside
FR_944,FRE1,inside
FR_945,FRE1,inside
FR_946,FRE1,inside
FR_947,FRE1,inside
FR_948,FRE1,inside
FR_949,FRE1,inside
FR_95,FRI1,inside
FR_950,FRE1,inside
FR_951,FRE1,inside
FR_952,FRE1,inside
FR_953,FRE1,inside
FR_954,FRE1,inside
FR_955,FRE1,inside
FR_956,FRE1,inside
FR_957,FRE1,inside
FR_958,FRE1,inside
FR_959,FRE1,inside
FR_96,FRI1,inside
FR_960,FRE1,inside
FR_961,FRE1,inside
FR_962,FRE1,inside
FR_963,FRE1,inside
FR_964,FRE1,inside
FR_965,FRE1,inside
FR_966,FRE1,inside
FR_967,FRE1,inside
FR_968,FRE1,inside
FR_969,FRE1,inside
FR_97,FRI1,inside
FR_970,FRE1,inside
FR_971,FRE1,inside
FR_972,FRE1,inside
FR_973,FRE1,inside
FR_974,FRE1,inside
FR_975,FRE1,inside
FR_976,FRE1,inside
FR_977,FRE1,inside
FR_978,FRE1,inside
FR_979,FRE1,inside
FR_98,FRI1,inside
FR_980,FRE1,inside
FR_981,FRE1,inside
FR_982,FRE1,inside
FR_983,FRE1,inside
FR_984,FRE1,inside
FR_985,FRE1,inside
FR_986,FRE1,inside
FR_987,FRE1,inside
FR_988,FRE1,inside
FR_989,FRE1,inside
FR_99,FRI1,inside
FR_990,FRE1,inside
FR_991,FRE1,inside
FR_992,FRF2,inside
FR_993,FRE1,inside
FR_994,FRE1,inside
FR_995,FRE1,inside
FR_996,FRE1,inside
FR_997,FRE1,inside
